Route_ID,Date,Region,Origin_Hub,Destination_City,Vehicle_Type,Vehicle_Capacity_Cases,Load_Cases,Utilization_Pct,Distance_KM,Avg_Speed_KMPH,Travel_Time_Hrs,No_of_Stops,Total_Time_Hrs,Fuel_Litres,Fuel_Cost_INR,Toll_Cost_INR,Driver_Cost_INR,Total_Route_Cost_INR,Cost_Per_Case_INR,Delivery_Delay_Min,On_Time_Delivery
RT-0875,2024-04-01,South India,Bengaluru Hub,Hyderabad,20-ft Truck,500,226,45.2,379,59,6.42,5,10.02,50.45,4767.53,709.17,1864.43,7341.13,32.48,0,Yes
RT-0876,2024-10-15,Central India,Bhopal Hub,Bilaspur,Mini Truck (14-ft),250,222,88.8,343,36,9.53,2,10.04,66.0,6237.0,407.07,1420.61,8064.68,36.33,22,Yes
RT-0877,2024-09-04,North India,Delhi Hub,Agra,32-ft Truck,800,511,63.9,47,60,0.78,3,2.95,5.85,552.82,88.82,361.32,1002.96,1.96,12,Yes
RT-0878,2024-12-19,West India,Mumbai Hub,Nagpur,Tata Ace,120,87,72.5,184,34,5.41,3,6.36,24.57,2321.87,238.55,1160.52,3720.94,42.77,23,Yes
RT-0879,2024-02-15,West India,Mumbai Hub,Nashik,Tempo,80,36,45.0,88,33,2.67,10,9.54,16.08,1519.56,176.85,1334.47,3030.88,84.19,0,Yes
RT-0880,2024-09-18,East India,Kolkata Hub,Patna,20-ft Truck,500,348,69.6,125,47,2.66,8,6.68,14.38,1358.91,262.92,1272.78,2894.61,8.32,33,No
RT-0881,2024-09-04,East India,Kolkata Hub,Jamshedpur,20-ft Truck,500,292,58.4,232,51,4.55,7,8.63,28.33,2677.18,190.81,1352.87,4220.86,14.45,48,No
RT-0882,2024-04-23,South India,Bengaluru Hub,Kochi,Mini Truck (14-ft),250,122,48.8,373,62,6.02,5,8.88,49.63,4690.03,308.18,1650.36,6648.57,54.5,9,Yes
RT-0883,2024-11-27,South India,Bengaluru Hub,Mysuru,Mini Truck (14-ft),250,243,97.2,349,54,6.46,9,9.97,44.54,4209.03,365.98,1301.81,5876.82,24.18,0,Yes
RT-0884,2024-05-07,North India,Delhi Hub,Jaipur,20-ft Truck,500,402,80.4,37,49,0.76,11,6.52,4.65,439.43,44.23,1187.03,1670.69,4.16,11,Yes
RT-0885,2024-07-14,West India,Mumbai Hub,Vadodara,32-ft Truck,800,434,54.2,168,54,3.11,8,7.65,22.1,2088.45,175.34,1118.57,3382.36,7.79,17,Yes
RT-0886,2024-01-19,West India,Mumbai Hub,Nagpur,Tata Ace,120,81,67.5,120,48,2.5,4,4.19,23.34,2205.63,111.48,749.86,3066.97,37.86,9,Yes
RT-0887,2024-07-24,East India,Kolkata Hub,Jamshedpur,32-ft Truck,800,663,82.9,241,40,6.03,8,11.06,29.01,2741.45,361.49,2195.65,5298.59,7.99,2,Yes
RT-0888,2024-01-20,South India,Bengaluru Hub,Bengaluru,Mini Truck (14-ft),250,236,94.4,366,61,6.0,12,11.66,50.3,4753.35,504.06,2107.18,7364.59,31.21,25,Yes
RT-0889,2024-08-23,South India,Bengaluru Hub,Vizag,20-ft Truck,500,307,61.4,270,38,7.11,5,9.5,37.12,3507.84,589.8,1701.07,5798.71,18.89,0,Yes
RT-0890,2024-03-23,Central India,Bhopal Hub,Ujjain,32-ft Truck,800,631,78.9,247,55,4.49,7,8.27,33.24,3141.18,308.56,1187.45,4637.19,7.35,35,No
RT-0891,2024-08-27,South India,Bengaluru Hub,Chennai,32-ft Truck,800,395,49.4,52,62,0.84,7,3.32,7.8,737.1,96.48,628.06,1461.64,3.7,0,Yes
RT-0892,2024-03-10,West India,Mumbai Hub,Nashik,Mini Truck (14-ft),250,137,54.8,201,54,3.72,9,6.12,26.05,2461.72,316.33,1173.75,3951.8,28.85,0,Yes
RT-0893,2024-08-13,East India,Kolkata Hub,Jamshedpur,20-ft Truck,500,242,48.4,351,49,7.16,2,8.65,58.24,5503.68,480.46,1676.39,7660.53,31.66,35,No
RT-0894,2024-02-23,South India,Bengaluru Hub,Chennai,Mini Truck (14-ft),250,119,47.6,393,58,6.78,10,12.67,46.94,4435.83,448.82,1969.96,6854.61,57.6,0,Yes
RT-0895,2024-02-10,East India,Kolkata Hub,Bhubaneswar,Mini Truck (14-ft),250,240,96.0,150,33,4.55,5,6.9,17.92,1693.44,200.65,1323.43,3217.52,13.41,44,No
RT-0896,2024-06-29,Central India,Bhopal Hub,Ujjain,Tempo,80,43,53.8,159,58,2.74,8,8.0,18.0,1701.0,325.88,1486.49,3513.37,81.71,14,Yes
RT-0897,2024-12-09,West India,Mumbai Hub,Surat,20-ft Truck,500,225,45.0,312,46,6.78,10,12.05,51.29,4846.9,508.46,1890.6,7245.96,32.2,7,Yes
RT-0898,2024-12-11,Central India,Bhopal Hub,Raipur,Tata Ace,120,78,65.0,395,46,8.59,11,12.68,70.5,6662.25,845.74,2512.13,10020.12,128.46,56,No
RT-0899,2024-07-28,East India,Kolkata Hub,Bhubaneswar,32-ft Truck,800,498,62.3,374,32,11.69,11,14.45,44.11,4168.39,443.3,1876.82,6488.51,13.03,3,Yes
RT-0900,2024-02-13,West India,Mumbai Hub,Mumbai,Tata Ace,120,102,85.0,386,45,8.58,10,14.4,47.81,4518.05,776.3,2384.33,7678.68,75.28,35,No
RT-0901,2024-06-20,East India,Kolkata Hub,Kolkata,Tempo,80,66,82.5,404,54,7.48,5,11.21,51.5,4866.75,621.76,1728.6,7217.11,109.35,17,Yes
RT-0902,2024-11-18,North India,Delhi Hub,Amritsar,32-ft Truck,800,599,74.9,81,34,2.38,12,5.63,11.06,1045.17,109.19,1116.61,2270.97,3.79,33,No
RT-0903,2024-11-09,East India,Kolkata Hub,Guwahati,20-ft Truck,500,283,56.6,327,39,8.38,11,14.61,42.28,3995.46,359.04,1890.43,6244.93,22.07,52,No
RT-0904,2024-04-06,South India,Bengaluru Hub,Mysuru,Mini Truck (14-ft),250,247,98.8,74,59,1.25,4,3.81,11.27,1065.01,121.87,745.8,1932.68,7.82,22,Yes
RT-0905,2024-06-10,West India,Mumbai Hub,Vadodara,Mini Truck (14-ft),250,189,75.6,133,63,2.11,8,6.23,21.18,2001.51,201.36,882.74,3085.61,16.33,16,Yes
RT-0906,2024-11-04,East India,Kolkata Hub,Patna,20-ft Truck,500,342,68.4,307,30,10.23,12,15.33,46.28,4373.46,648.78,2645.43,7667.67,22.42,0,Yes
RT-0907,2024-03-17,East India,Kolkata Hub,Ranchi,32-ft Truck,800,706,88.2,70,47,1.49,3,2.62,12.15,1148.17,97.24,479.26,1724.67,2.44,41,No
RT-0908,2024-11-22,South India,Bengaluru Hub,Kochi,Mini Truck (14-ft),250,165,66.0,54,54,1.0,8,5.98,7.51,709.69,54.26,941.11,1705.06,10.33,14,Yes
RT-0909,2024-12-04,North India,Delhi Hub,Jaipur,20-ft Truck,500,326,65.2,33,63,0.52,9,6.44,6.24,589.68,29.56,1246.4,1865.64,5.72,0,Yes
RT-0910,2024-06-01,South India,Bengaluru Hub,Mysuru,32-ft Truck,800,506,63.2,355,43,8.26,12,11.4,70.49,6661.3,667.78,2224.55,9553.63,18.88,0,Yes
RT-0911,2024-11-08,West India,Mumbai Hub,Nashik,Mini Truck (14-ft),250,233,93.2,293,55,5.33,8,8.91,50.56,4777.92,364.08,1084.91,6226.91,26.72,0,Yes
RT-0912,2024-12-19,North India,Delhi Hub,Agra,20-ft Truck,500,465,93.0,334,55,6.07,6,7.97,63.47,5997.91,405.95,1541.96,7945.82,17.09,26,Yes
RT-0913,2024-01-05,Central India,Bhopal Hub,Raipur,32-ft Truck,800,521,65.1,378,33,11.45,4,13.13,46.14,4360.23,615.87,2171.77,7147.87,13.72,0,Yes
RT-0914,2024-02-28,South India,Bengaluru Hub,Bengaluru,Mini Truck (14-ft),250,211,84.4,351,29,12.1,3,14.13,41.16,3889.62,760.61,1854.23,6504.46,30.83,14,Yes
RT-0915,2024-11-21,West India,Mumbai Hub,Mumbai,32-ft Truck,800,366,45.8,302,46,6.57,12,13.9,45.37,4287.47,584.16,2430.44,7302.07,19.95,0,Yes
RT-0916,2024-01-07,West India,Mumbai Hub,Surat,Mini Truck (14-ft),250,137,54.8,278,61,4.56,5,7.87,35.74,3377.43,393.77,983.41,4754.61,34.71,9,Yes
RT-0917,2024-04-28,Central India,Bhopal Hub,Raipur,Mini Truck (14-ft),250,123,49.2,361,30,12.03,3,13.93,47.14,4454.73,485.23,2710.24,7650.2,62.2,24,Yes
RT-0918,2024-09-16,Central India,Bhopal Hub,Raipur,Tata Ace,120,119,99.2,177,54,3.28,2,4.09,23.56,2226.42,256.62,635.4,3118.44,26.21,3,Yes
RT-0919,2024-10-15,East India,Kolkata Hub,Jamshedpur,20-ft Truck,500,332,66.4,140,58,2.41,11,8.19,16.0,1512.0,213.98,1580.24,3306.22,9.96,0,Yes
RT-0920,2024-11-28,Central India,Bhopal Hub,Bilaspur,32-ft Truck,800,617,77.1,94,62,1.52,2,2.06,12.14,1147.23,102.73,368.25,1618.21,2.62,0,Yes
RT-0921,2024-09-03,North India,Delhi Hub,Meerut,20-ft Truck,500,417,83.4,175,32,5.47,4,7.1,23.83,2251.93,365.49,1290.34,3907.76,9.37,26,Yes
RT-0922,2024-08-20,West India,Mumbai Hub,Pune,Mini Truck (14-ft),250,183,73.2,358,51,7.02,10,13.5,42.69,4034.2,291.06,1730.75,6056.01,33.09,25,Yes
RT-0923,2024-10-19,Central India,Bhopal Hub,Bhopal,20-ft Truck,500,420,84.0,403,43,9.37,3,10.12,64.91,6133.99,428.75,1589.9,8152.64,19.41,0,Yes
RT-0924,2024-12-10,South India,Bengaluru Hub,Vizag,Mini Truck (14-ft),250,212,84.8,43,41,1.05,5,4.38,5.79,547.15,63.47,584.76,1195.38,5.64,32,No
RT-0925,2024-07-12,North India,Delhi Hub,Jaipur,Mini Truck (14-ft),250,240,96.0,21,54,0.39,9,5.72,3.12,294.84,31.81,797.87,1124.52,4.69,9,Yes
RT-0926,2024-11-23,West India,Mumbai Hub,Ahmedabad,Mini Truck (14-ft),250,187,74.8,189,42,4.5,8,7.44,36.32,3432.24,255.08,1273.31,4960.63,26.53,0,Yes
RT-0927,2024-12-22,East India,Kolkata Hub,Ranchi,Tata Ace,120,100,83.3,190,46,4.13,2,4.93,26.22,2477.79,342.36,881.27,3701.42,37.01,0,Yes
RT-0928,2024-04-13,West India,Mumbai Hub,Nagpur,Mini Truck (14-ft),250,170,68.0,411,55,7.47,5,10.81,52.62,4972.59,392.94,1833.11,7198.64,42.34,7,Yes
RT-0929,2024-02-16,East India,Kolkata Hub,Bhubaneswar,Mini Truck (14-ft),250,250,100.0,361,35,10.31,9,13.86,44.89,4242.11,623.59,2000.59,6866.29,27.47,0,Yes
RT-0930,2024-03-20,West India,Mumbai Hub,Mumbai,20-ft Truck,500,464,92.8,42,35,1.2,9,7.77,7.56,714.42,70.65,1383.08,2168.15,4.67,3,Yes
RT-0931,2024-08-18,East India,Kolkata Hub,Guwahati,Mini Truck (14-ft),250,152,60.8,286,33,8.67,11,14.11,37.1,3505.95,560.51,2451.25,6517.71,42.88,0,Yes
RT-0932,2024-07-31,North India,Delhi Hub,Meerut,20-ft Truck,500,326,65.2,15,60,0.25,12,6.47,1.7,160.65,20.68,909.45,1090.78,3.35,0,Yes
RT-0933,2024-06-19,North India,Delhi Hub,Amritsar,Tempo,80,72,90.0,391,64,6.11,10,9.23,77.15,7290.68,413.85,1391.65,9096.18,126.34,18,Yes
RT-0934,2024-10-10,West India,Mumbai Hub,Vadodara,32-ft Truck,800,738,92.2,334,42,7.95,11,12.92,41.49,3920.81,378.29,1728.79,6027.89,8.17,0,Yes
RT-0935,2024-06-09,East India,Kolkata Hub,Bhubaneswar,20-ft Truck,500,374,74.8,407,58,7.02,10,12.03,53.98,5101.11,595.71,2306.85,8003.67,21.4,0,Yes
RT-0936,2024-02-16,North India,Delhi Hub,Chandigarh,Mini Truck (14-ft),250,205,82.0,355,65,5.46,7,9.04,52.56,4966.92,344.62,1385.76,6697.3,32.67,0,Yes
RT-0937,2024-01-12,West India,Mumbai Hub,Nagpur,20-ft Truck,500,467,93.4,293,32,9.16,11,16.38,47.71,4508.6,539.72,2217.83,7266.15,15.56,9,Yes
RT-0938,2024-01-16,South India,Bengaluru Hub,Kochi,Mini Truck (14-ft),250,233,93.2,355,49,7.24,7,12.1,47.14,4454.73,657.61,1642.11,6754.45,28.99,14,Yes
RT-0939,2024-03-07,East India,Kolkata Hub,Kolkata,Tempo,80,75,93.8,250,47,5.32,9,10.82,27.86,2632.77,425.86,1447.83,4506.46,60.09,0,Yes
RT-0940,2024-05-08,East India,Kolkata Hub,Patna,Mini Truck (14-ft),250,181,72.4,257,30,8.57,7,12.02,33.19,3136.45,425.52,1947.4,5509.37,30.44,3,Yes
RT-0941,2024-05-10,South India,Bengaluru Hub,Coimbatore,Tata Ace,120,96,80.0,44,32,1.38,11,6.88,8.72,824.04,56.13,871.13,1751.3,18.24,27,Yes
RT-0942,2024-06-10,North India,Delhi Hub,Lucknow,Mini Truck (14-ft),250,141,56.4,359,44,8.16,2,8.75,62.32,5889.24,605.37,1733.24,8227.85,58.35,0,Yes
RT-0943,2024-07-21,South India,Bengaluru Hub,Coimbatore,Tata Ace,120,95,79.2,34,30,1.13,6,4.51,4.15,392.18,37.98,819.57,1249.73,13.16,24,Yes
RT-0944,2024-01-11,Central India,Bhopal Hub,Raipur,Tata Ace,120,71,59.2,387,37,10.46,10,14.26,48.22,4556.79,652.52,2624.49,7833.8,110.34,53,No
RT-0945,2024-10-07,Central India,Bhopal Hub,Gwalior,Mini Truck (14-ft),250,153,61.2,419,44,9.52,11,12.61,63.54,6004.53,801.21,1998.94,8804.68,57.55,0,Yes
RT-0946,2024-11-18,West India,Mumbai Hub,Vadodara,Mini Truck (14-ft),250,151,60.4,28,37,0.76,9,6.41,3.3,311.85,56.29,1062.53,1430.67,9.47,18,Yes
RT-0947,2024-12-11,East India,Kolkata Hub,Jamshedpur,20-ft Truck,500,479,95.8,114,42,2.71,5,4.42,16.02,1513.89,245.2,732.56,2491.65,5.2,0,Yes
RT-0948,2024-08-15,North India,Delhi Hub,Jaipur,Tata Ace,120,116,96.7,157,43,3.65,3,5.67,19.99,1889.05,208.37,1057.78,3155.2,27.2,0,Yes
RT-0949,2024-05-31,West India,Mumbai Hub,Nashik,20-ft Truck,500,424,84.8,218,36,6.06,3,7.55,26.59,2512.76,421.83,1243.14,4177.73,9.85,13,Yes
RT-0950,2024-03-10,South India,Bengaluru Hub,Chennai,Tata Ace,120,110,91.7,306,31,9.87,9,12.21,50.48,4770.36,580.33,1603.87,6954.56,63.22,7,Yes
RT-0951,2024-06-11,South India,Bengaluru Hub,Chennai,Tata Ace,120,117,97.5,353,63,5.6,7,8.53,45.89,4336.61,574.64,1404.9,6316.15,53.98,25,Yes
RT-0952,2024-09-11,Central India,Bhopal Hub,Bhopal,Tempo,80,74,92.5,409,55,7.44,11,10.81,48.8,4611.6,534.78,1674.0,6820.38,92.17,0,Yes
RT-0953,2024-07-28,Central India,Bhopal Hub,Indore,Mini Truck (14-ft),250,231,92.4,350,55,6.36,8,9.09,49.07,4637.11,384.93,1171.39,6193.43,26.81,0,Yes
RT-0954,2024-02-20,South India,Bengaluru Hub,Mysuru,Tempo,80,49,61.3,396,59,6.71,4,8.4,74.67,7056.32,838.72,1555.09,9450.13,192.86,42,No
RT-0955,2024-11-15,South India,Bengaluru Hub,Coimbatore,Mini Truck (14-ft),250,219,87.6,65,40,1.62,8,6.91,12.3,1162.35,55.53,1139.75,2357.63,10.77,21,Yes
RT-0956,2024-10-29,West India,Mumbai Hub,Surat,Mini Truck (14-ft),250,170,68.0,55,56,0.98,2,2.47,6.44,608.58,50.81,484.45,1143.84,6.73,13,Yes
RT-0957,2024-10-24,North India,Delhi Hub,Jaipur,Tata Ace,120,79,65.8,411,49,8.39,10,12.68,52.12,4925.34,400.53,1766.25,7092.12,89.77,0,Yes
RT-0958,2024-06-09,South India,Bengaluru Hub,Bengaluru,Mini Truck (14-ft),250,184,73.6,76,59,1.29,4,2.47,10.47,989.42,130.25,320.38,1440.05,7.83,0,Yes
RT-0959,2024-12-19,North India,Delhi Hub,Jaipur,20-ft Truck,500,259,51.8,250,52,4.81,6,7.38,35.22,3328.29,441.53,1383.92,5153.74,19.9,33,No
RT-0960,2024-11-05,West India,Mumbai Hub,Nashik,Tempo,80,48,60.0,321,41,7.83,2,8.82,37.66,3558.87,504.15,1137.7,5200.72,108.35,19,Yes
RT-0961,2024-07-11,West India,Mumbai Hub,Nagpur,Tempo,80,42,52.5,239,64,3.73,10,8.2,46.6,4403.7,213.96,1400.53,6018.19,143.29,18,Yes
RT-0962,2024-12-15,South India,Bengaluru Hub,Coimbatore,20-ft Truck,500,499,99.8,64,45,1.42,8,6.73,12.14,1147.23,77.26,1136.82,2361.31,4.73,40,No
RT-0963,2024-04-26,North India,Delhi Hub,Amritsar,Mini Truck (14-ft),250,227,90.8,296,61,4.85,3,6.53,54.63,5162.53,494.63,1292.26,6949.42,30.61,0,Yes
RT-0964,2024-02-24,North India,Delhi Hub,Delhi,Mini Truck (14-ft),250,169,67.6,51,63,0.81,11,3.61,8.7,822.15,108.51,516.74,1447.4,8.56,0,Yes
RT-0965,2024-12-22,South India,Bengaluru Hub,Hyderabad,32-ft Truck,800,447,55.9,146,48,3.04,6,4.78,26.14,2470.23,211.32,727.04,3408.59,7.63,56,No
RT-0966,2024-02-21,East India,Kolkata Hub,Patna,Mini Truck (14-ft),250,239,95.6,374,47,7.96,8,11.02,56.66,5354.37,480.25,1446.94,7281.56,30.47,0,Yes
RT-0967,2024-03-02,East India,Kolkata Hub,Siliguri,Tata Ace,120,76,63.3,413,42,9.83,5,11.85,77.64,7336.98,393.4,1626.31,9356.69,123.11,0,Yes
RT-0968,2024-04-16,East India,Kolkata Hub,Patna,32-ft Truck,800,764,95.5,97,36,2.69,2,3.8,12.47,1178.41,208.13,717.55,2104.09,2.75,62,No
RT-0969,2024-01-30,East India,Kolkata Hub,Ranchi,Mini Truck (14-ft),250,183,73.2,392,64,6.12,4,8.89,50.05,4729.72,370.03,1607.3,6707.05,36.65,12,Yes
RT-0970,2024-11-29,South India,Bengaluru Hub,Hyderabad,Mini Truck (14-ft),250,228,91.2,166,60,2.77,7,5.75,26.39,2493.86,226.67,1131.42,3851.95,16.89,36,No
RT-0971,2024-03-18,East India,Kolkata Hub,Jamshedpur,20-ft Truck,500,283,56.6,180,59,3.05,11,8.11,33.95,3208.28,148.27,1072.6,4429.15,15.65,8,Yes
RT-0972,2024-08-25,West India,Mumbai Hub,Pune,Tata Ace,120,95,79.2,134,36,3.72,10,7.62,18.67,1764.32,260.74,916.23,2941.29,30.96,33,No
RT-0973,2024-12-21,West India,Mumbai Hub,Nagpur,20-ft Truck,500,425,85.0,333,45,7.4,4,9.78,61.6,5821.2,387.7,1831.71,8040.61,18.92,1,Yes
RT-0974,2024-10-19,Central India,Bhopal Hub,Raipur,20-ft Truck,500,450,90.0,346,44,7.86,5,9.18,61.89,5848.61,645.46,1746.71,8240.78,18.31,26,Yes
RT-0975,2024-12-21,East India,Kolkata Hub,Jamshedpur,20-ft Truck,500,236,47.2,140,57,2.46,11,7.96,16.86,1593.27,169.56,1426.77,3189.6,13.52,0,Yes
RT-0976,2024-11-18,South India,Bengaluru Hub,Kochi,20-ft Truck,500,380,76.0,108,42,2.57,5,4.79,15.73,1486.49,236.45,894.88,2617.82,6.89,1,Yes
RT-0977,2024-12-26,Central India,Bhopal Hub,Jabalpur,20-ft Truck,500,360,72.0,251,44,5.7,9,8.39,29.1,2749.95,337.81,1608.03,4695.79,13.04,0,Yes
RT-0978,2024-08-01,West India,Mumbai Hub,Vadodara,32-ft Truck,800,795,99.4,76,46,1.65,8,6.35,9.87,932.71,157.24,1081.79,2171.74,2.73,3,Yes
RT-0979,2024-05-29,South India,Bengaluru Hub,Hyderabad,32-ft Truck,800,582,72.8,368,45,8.18,3,10.36,51.63,4879.03,525.71,1776.77,7181.51,12.34,0,Yes
RT-0980,2024-07-08,East India,Kolkata Hub,Kolkata,32-ft Truck,800,402,50.2,378,63,6.0,11,13.45,43.59,4119.26,727.53,2354.92,7201.71,17.91,0,Yes
RT-0981,2024-04-20,West India,Mumbai Hub,Surat,32-ft Truck,800,425,53.1,234,55,4.25,4,6.19,28.6,2702.7,270.59,841.16,3814.45,8.98,25,Yes
RT-0982,2024-04-11,North India,Delhi Hub,Amritsar,20-ft Truck,500,462,92.4,154,52,2.96,2,4.02,20.67,1953.32,300.86,507.43,2761.61,5.98,0,Yes
RT-0983,2024-08-20,West India,Mumbai Hub,Nagpur,Mini Truck (14-ft),250,192,76.8,303,62,4.89,6,8.99,38.14,3604.23,562.97,1703.66,5870.86,30.58,1,Yes
RT-0984,2024-08-10,Central India,Bhopal Hub,Bilaspur,Mini Truck (14-ft),250,239,95.6,259,62,4.18,4,6.18,45.9,4337.55,345.17,940.61,5623.33,23.53,0,Yes
RT-0985,2024-07-25,East India,Kolkata Hub,Siliguri,Tempo,80,68,85.0,26,58,0.45,9,6.96,4.4,415.8,47.38,1204.35,1667.53,24.52,0,Yes
RT-0986,2024-06-05,North India,Delhi Hub,Chandigarh,32-ft Truck,800,666,83.2,380,53,7.17,3,9.08,47.73,4510.48,348.85,1554.42,6413.75,9.63,2,Yes
RT-0987,2024-12-25,West India,Mumbai Hub,Surat,Mini Truck (14-ft),250,159,63.6,43,46,0.93,9,5.13,7.8,737.1,89.15,937.53,1763.78,11.09,3,Yes
RT-0988,2024-01-23,South India,Bengaluru Hub,Vizag,Mini Truck (14-ft),250,128,51.2,191,51,3.75,6,7.41,38.08,3598.56,293.61,1393.85,5286.02,41.3,46,No
RT-0989,2024-11-04,North India,Delhi Hub,Lucknow,Tata Ace,120,83,69.2,214,44,4.86,5,7.13,31.14,2942.73,436.17,1274.27,4653.17,56.06,49,No
RT-0990,2024-05-25,South India,Bengaluru Hub,Bengaluru,Tata Ace,120,107,89.2,370,52,7.12,8,9.46,44.12,4169.34,737.82,1297.27,6204.43,57.99,6,Yes
RT-0991,2024-10-19,East India,Kolkata Hub,Jamshedpur,Tata Ace,120,104,86.7,376,58,6.48,7,8.84,56.24,5314.68,667.98,1203.06,7185.72,69.09,0,Yes
RT-0992,2024-08-27,North India,Delhi Hub,Delhi,32-ft Truck,800,488,61.0,150,41,3.66,7,7.46,18.25,1724.62,140.45,1189.55,3054.62,6.26,42,No
RT-0993,2024-03-28,South India,Bengaluru Hub,Mysuru,Tata Ace,120,85,70.8,128,30,4.27,4,5.84,16.67,1575.32,275.76,722.97,2574.05,30.28,0,Yes
RT-0994,2024-05-14,Central India,Bhopal Hub,Raipur,20-ft Truck,500,293,58.6,90,53,1.7,7,3.83,16.41,1550.75,93.22,732.65,2376.62,8.11,7,Yes
RT-0995,2024-06-21,West India,Mumbai Hub,Surat,32-ft Truck,800,598,74.8,213,37,5.76,7,8.69,26.67,2520.32,449.46,1083.78,4053.56,6.78,0,Yes
RT-0996,2024-05-11,North India,Delhi Hub,Agra,20-ft Truck,500,336,67.2,217,54,4.02,7,6.22,32.62,3082.59,431.58,1195.52,4709.69,14.02,42,No
RT-0997,2024-04-26,South India,Bengaluru Hub,Vizag,Mini Truck (14-ft),250,112,44.8,383,37,10.35,5,11.63,57.9,5471.55,457.96,2132.35,8061.86,71.98,0,Yes
RT-0998,2024-01-16,West India,Mumbai Hub,Mumbai,20-ft Truck,500,454,90.8,44,36,1.22,2,2.15,5.16,487.62,86.34,352.51,926.47,2.04,7,Yes
RT-0999,2024-03-27,West India,Mumbai Hub,Pune,Mini Truck (14-ft),250,115,46.0,361,57,6.33,8,8.61,52.95,5003.78,776.75,1193.37,6973.9,60.64,4,Yes
RT-1000,2024-11-09,Central India,Bhopal Hub,Ujjain,Tempo,80,60,75.0,349,30,11.63,11,19.56,39.85,3765.83,533.93,3756.13,8055.89,134.26,16,Yes
